id,citation_id
10.1145/3351095.3372875,10.1145/3531146.3533169
10.1145/3351095.3372875,10.1109/MCI.2021.3129960
10.1145/3351095.3372875,10.1109/ACCESS.2022.3178382
10.1145/3351095.3372875,10.1145/3461702.3462572
10.1145/3351095.3372875,10.1145/3466933.3466969
10.1145/3351095.3372875,10.3390/risks9060104
10.1145/3351095.3372875,10.1145/3449081
10.1145/3351095.3372875,10.1145/3442188.3445917
10.1145/3351095.3372875,10.2478/law-2021-0003
10.1145/3351095.3372875,10.3233/IP-200010
10.1145/3351095.3372875,10.2139/ssrn.3946116
10.1145/3351095.3372875,10.2139/ssrn.3751990
10.1145/3351095.3372830,10.1057/s41599-024-02759-2
10.1145/3351095.3372830,10.1007/s13042-023-02083-2
10.1145/3351095.3372830,10.1016/j.ejor.2024.01.002
10.1145/3351095.3372830,10.1007/978-3-031-45608-4_5
10.1145/3351095.3372830,10.1145/3597199
10.1145/3351095.3372830,10.1145/3579363
10.1145/3351095.3372830,10.1145/3626729
10.1145/3351095.3372830,10.1146/annurev-financial-110921-125930
10.1145/3351095.3372830,10.1145/3617694.3623251
10.1145/3351095.3372830,10.1145/3583780.3615040
10.1145/3351095.3372830,10.1109/TEVC.2022.3205286
10.1145/3351095.3372830,10.1145/3610206
10.1145/3351095.3372830,10.1145/3600211.3604676
10.1145/3351095.3372830,10.1016/j.artint.2023.103995
10.1145/3351095.3372830,10.5555/3618408.3619205
10.1145/3351095.3372830,10.5555/3618408.3618907
10.1145/3351095.3372830,10.1145/3563359.3597383
10.1145/3351095.3372830,10.1109/IJCNN54540.2023.10191746
10.1145/3351095.3372830,10.1145/3593013.3594104
10.1145/3351095.3372830,10.1145/3593013.3593972
10.1145/3351095.3372830,10.1145/3527848
10.1145/3351095.3372830,10.1109/INFOCOMWKSHPS57453.2023.10225905
10.1145/3351095.3372830,10.1145/3544548.3580816
10.1145/3351095.3372830,10.1145/3579607
10.1145/3351095.3372830,10.1007/s10618-023-00930-y
10.1145/3351095.3372830,10.1007/s10994-022-06293-7
10.1145/3351095.3372830,10.1145/3581641.3584090
10.1145/3351095.3372830,10.1145/3485274
10.1145/3351095.3372830,10.1111/cgf.14650
10.1145/3351095.3372830,10.1017/dap.2023.8
10.1145/3351095.3372830,10.1017/dap.2023.2
10.1145/3351095.3372830,10.1007/978-3-031-44064-9_22
10.1145/3351095.3372830,10.1007/978-3-031-44064-9_16
10.1145/3351095.3372830,10.1109/TPS-ISA56441.2022.00013
10.1145/3351095.3372830,10.1016/j.artint.2022.103840
10.1145/3351095.3372830,10.1007/s12525-022-00603-6
10.1145/3351095.3372830,10.1007/s10618-022-00889-2
10.1145/3351095.3372830,10.1016/j.yamp.2023.01.001
10.1145/3351095.3372830,10.1093/oxfordhb/9780197579329.013.67
10.1145/3351095.3372830,10.1007/s10489-022-03161-8
10.1145/3351095.3372830,10.1145/3546036
10.1145/3351095.3372830,10.1145/3514094.3534185
10.1145/3351095.3372830,10.1145/3531146.3534628
10.1145/3351095.3372830,10.1145/3531146.3533188
10.1145/3351095.3372830,10.1145/3531146.3533168
10.1145/3351095.3372830,10.1145/3531146.3533158
10.1145/3351095.3372830,10.1145/3531146.3533156
10.1145/3351095.3372830,10.1145/3531146.3533149
10.1145/3351095.3372830,10.3389/fmedt.2022.926667
10.1145/3351095.3372830,10.1145/3533406.3533424
10.1145/3351095.3372830,10.1111/jopp.12262
10.1145/3351095.3372830,10.1016/j.inffus.2021.11.003
10.1145/3351095.3372830,10.1007/s10044-021-01055-y
10.1145/3351095.3372830,10.1145/3485447.3512045
10.1145/3351095.3372830,10.1145/3490099.3511160
10.1145/3351095.3372830,10.1007/s11023-022-09598-7
10.1145/3351095.3372830,10.1007/s11023-021-09580-9
10.1145/3351095.3372830,10.1287/orsc.2021.1549
10.1145/3351095.3372830,10.1109/ACCESS.2022.3196917
10.1145/3351095.3372830,10.1007/978-3-031-16788-1_9
10.1145/3351095.3372830,10.1007/978-3-031-09846-8_10
10.1145/3351095.3372830,10.1007/978-3-031-04083-2_8
10.1145/3351095.3372830,10.1007/978-3-031-04083-2_18
10.1145/3351095.3372830,10.1007/978-3-031-04083-2_17
10.1145/3351095.3372830,10.1007/978-3-030-72188-6_14
10.1145/3351095.3372830,10.1145/3511543
10.1145/3351095.3372830,10.1145/3511299
10.1145/3351095.3372830,10.1145/3512753.3512755
10.1145/3351095.3372830,10.1145/3512753.3512754
10.1145/3351095.3372830,10.1145/3487213.3487214
10.1145/3351095.3372830,10.1109/ICDM51629.2021.00052
10.1145/3351095.3372830,10.1527/tjsai.36-6_C-L44
10.1145/3351095.3372830,10.1145/3468859.3468862
10.1145/3351095.3372830,10.1145/3468859.3468861
10.1145/3351095.3372830,10.1145/3447548.3467177
10.1145/3351095.3372830,10.1145/3461702.3462597
10.1145/3351095.3372830,10.14778/3476311.3476345
10.1145/3351095.3372830,10.1145/3448016.3458455
10.1145/3351095.3372830,10.1016/j.artint.2021.103507
10.1145/3351095.3372830,10.1145/3442188.3445943
10.1145/3351095.3372830,10.1145/3442188.3445912
10.1145/3351095.3372830,10.1145/3442188.3445899
10.1145/3351095.3372830,10.1145/3442188.3445886
10.1145/3351095.3372830,10.1016/j.isci.2021.102249
10.1145/3351095.3372830,10.1145/3442373
10.1145/3351095.3372830,10.1145/3442371
10.1145/3351095.3372830,10.1145/3441686
10.1145/3351095.3372830,10.1145/3397512
10.1145/3351095.3372830,10.1145/3382037
10.1145/3351095.3372830,10.1145/3382035
10.1145/3351095.3372830,10.1145/3378061
10.1145/3351095.3372830,10.15388/21-INFOR468
10.1145/3351095.3372830,10.1109/TIFS.2021.3117075
10.1145/3351095.3372830,10.1007/978-3-030-89188-6_7
10.1145/3351095.3372830,10.5555/3495724.3497129
10.1145/3351095.3372830,10.5555/3495724.3496746
10.1145/3351095.3372830,10.5555/3495724.3495747
10.1145/3351095.3372830,10.5555/3524938.3525447
10.1145/3351095.3372830,10.2478/acss-2020-0001
10.1145/3351095.3372830,10.1145/3351095.3372876
10.1145/3351095.3372830,10.1007/978-3-030-58574-7_14
10.1145/3351095.3372830,10.1007/978-3-030-57321-8_3
10.1145/3351095.3372830,10.1109/TPAMI.2017.2756632
10.1145/3351095.3372830,10.1109/ICCPS.2018.00018
10.1145/3351095.3372830,10.1007/978-3-642-31585-5_49
10.1145/3351095.3372830,10.1145/2076450.2076474
10.1145/3351095.3372830,10.1145/2076450.2076473
10.1145/3351095.3372830,10.1145/2076450.2076472
10.1145/3351095.3372830,10.1145/2076450.2076471
10.1145/3351095.3372830,10.1145/2076450.2076470
10.1145/3351095.3372830,10.1145/2076450.2076457
10.1145/3351095.3372830,10.1145/2076450.2076456
10.1145/3351095.3372830,10.2139/ssrn.4142472
10.1145/3351095.3372830,10.2139/ssrn.3825636
10.1145/3351095.3372824,10.1016/j.dss.2023.114040
10.1145/3351095.3372824,10.21926/obm.geriatr.2304262
10.1145/3351095.3372824,10.3758/s13421-023-01407-5
10.1145/3351095.3372824,10.1145/3610206
10.1145/3351095.3372824,10.1007/s10618-023-00933-9
10.1145/3351095.3372824,10.1016/j.artint.2023.103995
10.1145/3351095.3372824,10.1145/3565472.3592959
10.1145/3351095.3372824,10.1145/3593013.3594087
10.1145/3351095.3372824,10.1145/3527848
10.1145/3351095.3372824,10.1145/3581641.3584090
10.1145/3351095.3372824,10.1016/j.ijhcs.2022.102954
10.1145/3351095.3372824,10.1016/j.ins.2022.10.098
10.1145/3351095.3372824,10.1007/s10618-022-00878-5
10.1145/3351095.3372824,10.1145/3531146.3533108
10.1145/3351095.3372824,10.1145/3535511.3535512
10.1145/3351095.3372824,10.5555/3535850.3535989
10.1145/3351095.3372824,10.1016/j.inffus.2021.11.003
10.1145/3351095.3372824,10.1007/s10618-022-00831-6
10.1145/3351095.3372824,10.1109/ACCESS.2021.3051315
10.1145/3351095.3372824,10.1007/978-981-16-8143-1_4
10.1145/3351095.3372824,10.1145/3618105
10.1145/3351095.3372827,10.4018/979-8-3693-0487-7.ch002
10.1145/3351095.3372827,10.1016/j.imj.2024.100095
10.1145/3351095.3372827,10.1002/lary.31260
10.1145/3351095.3372827,10.1145/3599974
10.1145/3351095.3372827,10.1177/00258172221141243
10.1145/3351095.3372827,10.1136/bmjqs-2022-015713
10.1145/3351095.3372827,10.1038/s44184-023-00040-z
10.1145/3351095.3372827,10.1109/ICCCIS60361.2023.10425285
10.1145/3351095.3372827,10.1145/3617694.3623228
10.1145/3351095.3372827,10.1145/3610218
10.1145/3351095.3372827,10.1109/AIKE59827.2023.00016
10.1145/3351095.3372827,10.24963/ijcai.2023/658
10.1145/3351095.3372827,10.1145/3533378
10.1145/3351095.3372827,10.1093/jamia/ocad075
10.1145/3351095.3372827,10.1145/3593013.3594104
10.1145/3351095.3372827,10.1145/3593013.3594033
10.1145/3351095.3372827,10.1145/3593013.3593978
10.1145/3351095.3372827,10.1038/s41746-023-00833-8
10.1145/3351095.3372827,10.3389/fcomp.2023.1187299
10.1145/3351095.3372827,10.1145/3582430
10.1145/3351095.3372827,10.1145/3577011
10.1145/3351095.3372827,10.1145/3569892
10.1145/3351095.3372827,10.1145/3564752
10.1145/3351095.3372827,10.1145/3544549.3577062
10.1145/3351095.3372827,10.1145/3544548.3581506
10.1145/3351095.3372827,10.1145/3544548.3581482
10.1145/3351095.3372827,10.1145/3544548.3581393
10.1145/3351095.3372827,10.1145/3544548.3581075
10.1145/3351095.3372827,10.1145/3544548.3581001
10.1145/3351095.3372827,10.1177/10775587221098831
10.1145/3351095.3372827,10.1136/medhum-2021-012318
10.1145/3351095.3372827,10.2139/ssrn.4573321
10.1145/3351095.3372827,10.1017/S0890060422000270
10.1145/3351095.3372827,10.1007/978-981-19-5224-1_41
10.1145/3351095.3372827,10.1080/10447318.2022.2093773
10.1145/3351095.3372827,10.1016/j.artmed.2022.102434
10.1145/3351095.3372827,10.1016/j.artmed.2022.102409
10.1145/3351095.3372827,10.1016/j.artmed.2022.102408
10.1145/3351095.3372827,10.1145/3551624.3555285
10.1145/3351095.3372827,10.1016/j.artmed.2022.102395
10.1145/3351095.3372827,10.1016/j.artmed.2022.102394
10.1145/3351095.3372827,10.1016/j.artmed.2022.102374
10.1145/3351095.3372827,10.1145/3519420
10.1145/3351095.3372827,10.1016/j.artmed.2022.102347
10.1145/3351095.3372827,10.1007/s10710-022-09435-x
10.1145/3351095.3372827,10.1007/s10489-021-02705-8
10.1145/3351095.3372827,10.1016/j.artmed.2022.102332
10.1145/3351095.3372827,10.1038/s41746-022-00597-7
10.1145/3351095.3372827,10.1016/j.artmed.2022.102314
10.1145/3351095.3372827,10.4018/978-1-6684-5892-1.ch010
10.1145/3351095.3372827,10.1145/3531146.3533193
10.1145/3351095.3372827,10.1145/3531146.3533186
10.1145/3351095.3372827,10.1007/s40614-022-00332-3
10.1145/3351095.3372827,10.1016/j.artmed.2022.102263
10.1145/3351095.3372827,10.1145/3491102.3501868
10.1145/3351095.3372827,10.1136/bmjhci-2021-100423
10.1145/3351095.3372827,10.1145/3512898
10.1145/3351095.3372827,10.1145/3490099.3511112
10.1145/3351095.3372827,10.1007/s10676-022-09632-3
10.1145/3351095.3372827,10.1371/journal.pdig.0000016
10.1145/3351095.3372827,10.1016/j.artmed.2021.102234
10.1145/3351095.3372827,10.1002/jcu.23142
10.1145/3351095.3372827,10.1145/3492858
10.1145/3351095.3372827,10.1109/TVCG.2021.3114836
10.1145/3351095.3372827,10.1016/j.artmed.2021.102229
10.1145/3351095.3372827,10.1007/978-94-6265-531-7_3
10.1145/3351095.3372827,10.1109/MTICTI53925.2021.9664772
10.1145/3351095.3372827,10.1186/s13063-021-05489-x
10.1145/3351095.3372827,10.2196/26964
10.1145/3351095.3372827,10.3390/mti5120073
10.1145/3351095.3372827,10.2217/3dp-2021-0007
10.1145/3351095.3372827,10.1007/s13347-020-00409-4
10.1145/3351095.3372827,10.1145/3479866
10.1145/3351095.3372827,10.1145/3479572
10.1145/3351095.3372827,10.1145/3479555
10.1145/3351095.3372827,10.1145/3479526
10.1145/3351095.3372827,10.1145/3479503
10.1145/3351095.3372827,10.1145/3476048
10.1145/3351095.3372827,10.1016/j.drudis.2021.04.028
10.1145/3351095.3372827,10.1007/s11948-021-00336-3
10.1145/3351095.3372827,10.1093/jamia/ocab177
10.1145/3351095.3372827,10.1016/j.jbi.2021.103876
10.1145/3351095.3372827,10.1016/j.gie.2021.05.010
10.1145/3351095.3372827,10.1016/j.artmed.2021.102156
10.1145/3351095.3372827,10.23919/EUSIPCO54536.2021.9615933
10.1145/3351095.3372827,10.1093/jamia/ocab154
10.1145/3351095.3372827,10.3389/fmed.2021.689954
10.1145/3351095.3372827,10.1016/j.artmed.2021.102079
10.1145/3351095.3372827,10.1145/3411763.3451819
10.1145/3351095.3372827,10.1145/3411763.3441347
10.1145/3351095.3372827,10.1145/3411764.3445736
10.1145/3351095.3372827,10.1145/3449282
10.1145/3351095.3372827,10.1145/3449280
10.1145/3351095.3372827,10.1145/3449240
10.1145/3351095.3372827,10.1145/3449180
10.1145/3351095.3372827,10.1145/3449176
10.1145/3351095.3372827,10.1145/3449141
10.1145/3351095.3372827,10.1145/3449140
10.1145/3351095.3372827,10.1145/3450439.3451860
10.1145/3351095.3372827,10.1016/j.jbi.2020.103655
10.1145/3351095.3372827,10.1007/978-3-030-69128-8_5
10.1145/3351095.3372827,10.1007/978-3-030-67051-1_11
10.1145/3351095.3372827,10.31478/202011f
10.1145/3351095.3372827,10.1002/hep.31603
10.1145/3351095.3372827,10.1145/3406865.3418383
10.1145/3351095.3372827,10.1038/s41746-020-00318-y
10.1145/3351095.3372827,10.2196/22421
10.1145/3351095.3372827,10.1145/3421937.3422019
10.1145/3351095.3372827,10.2139/ssrn.4140234
10.1145/3351095.3372827,10.2139/ssrn.3783879
10.1145/3351095.3373154,10.1145/3606017
10.1145/3351095.3373154,10.1038/s41551-023-01056-8
10.1145/3351095.3373154,10.1007/978-3-031-24628-9_37
10.1145/3351095.3373154,10.1007/s10618-022-00854-z
10.1145/3351095.3373154,10.1111/poms.13839
10.1145/3351095.3373154,10.1145/3511047.3538031
10.1145/3351095.3373154,10.1016/j.ijcci.2021.100403
10.1145/3351095.3373154,10.1007/s10115-022-01656-x
10.1145/3351095.3373154,10.1007/978-3-030-96957-8_15
10.1145/3351095.3373154,10.1007/978-1-0716-2197-4_18
10.1145/3351095.3373154,10.1016/j.eswa.2021.115667
10.1145/3351095.3373154,10.1007/s41109-021-00394-3
10.1145/3351095.3373154,10.1145/3447548.3467433
10.1145/3351095.3373154,10.1145/3461702.3462603
10.1145/3351095.3373154,10.1109/ICDE51399.2021.00265
10.1145/3351095.3373154,10.1145/3442188.3445884
10.1145/3351095.3373154,10.1145/3442188.3445881
10.1145/3351095.3373154,10.5555/3495724.3496160
10.1145/3351095.3373154,10.5555/3524938.3525693
10.1145/3351095.3373154,10.1007/978-3-030-55196-4_1
10.1145/3351095.3372845,10.1109/BigData59044.2023.10386485
10.1145/3351095.3372845,10.1146/annurev-financial-110921-125930
10.1145/3351095.3372845,10.1145/3597926.3598099
10.1145/3351095.3372845,10.1093/imaiai/iaad010
10.1145/3351095.3372845,10.1007/s10994-023-06319-8
10.1145/3351095.3372845,10.1145/3555776.3577771
10.1145/3351095.3372845,10.1002/wics.1587
10.1145/3351095.3372845,10.1145/3491209
10.1145/3351095.3372845,10.1109/SaTML54575.2023.00011
10.1145/3351095.3372845,10.1007/s44206-022-00022-2
10.1145/3351095.3372845,10.1145/3540250.3549169
10.1145/3351095.3372845,10.1007/s10618-022-00854-z
10.1145/3351095.3372845,10.1145/3519420
10.1145/3351095.3372845,10.1145/3514094.3534157
10.1145/3351095.3372845,10.61384/r.c.a..v2i2.26
10.1145/3351095.3372845,10.1145/3520304.3528779
10.1145/3351095.3372845,10.1145/3510003.3510123
10.1145/3351095.3372845,10.1080/00031305.2021.1952897
10.1145/3351095.3372845,10.3390/make4020014
10.1145/3351095.3372845,10.1038/s41598-022-07939-1
10.1145/3351095.3372845,10.1007/978-3-030-99587-4_37
10.1145/3351095.3372845,10.1145/3465416.3483303
10.1145/3351095.3372845,10.1145/3447548.3467177
10.1145/3351095.3372845,10.1145/3442188.3445927
10.1145/3351095.3372845,10.1007/978-3-030-79474-3_13
10.1145/3351095.3372845,10.1145/3415958.3433101
10.1145/3351095.3372867,10.1080/2331186X.2023.2293431
10.1145/3351095.3372867,10.1007/s00146-022-01412-3
10.1145/3351095.3372867,10.3390/educsci14020136
10.1145/3351095.3372867,10.1080/10447318.2023.2210890
10.1145/3351095.3372867,10.1080/02642069.2023.2258799
10.1145/3351095.3372867,10.1145/3628096.3629079
10.1145/3351095.3372867,10.1007/s10758-023-09698-y
10.1145/3351095.3372867,10.1080/10447318.2023.2266244
10.1145/3351095.3372867,10.1026/0033-3042/a000626
10.1145/3351095.3372867,10.1177/00187208231202572
10.1145/3351095.3372867,10.3390/app131810258
10.1145/3351095.3372867,10.3390/su151612451
10.1145/3351095.3372867,10.1145/3600211.3604668
10.1145/3351095.3372867,10.1111/1748-8583.12528
10.1145/3351095.3372867,10.1145/3593013.3594090
10.1145/3351095.3372867,10.1111/ijsa.12417
10.1145/3351095.3372867,10.3389/frai.2023.1151391
10.1145/3351095.3372867,10.1145/3544548.3581378
10.1145/3351095.3372867,10.1145/3544548.3580658
10.1145/3351095.3372867,10.1016/j.eswa.2022.119465
10.1145/3351095.3372867,10.1007/s10639-022-11326-8
10.1145/3351095.3372867,10.1080/10447318.2023.2178612
10.1145/3351095.3372867,10.1080/1359432X.2023.2169140
10.1145/3351095.3372867,10.1109/SaTML54575.2023.00049
10.1145/3351095.3372867,10.1016/j.ijhcs.2022.102954
10.1145/3351095.3372867,10.1007/s42438-022-00342-z
10.1145/3351095.3372867,10.1007/978-981-99-7184-8_5
10.1145/3351095.3372867,10.1007/978-981-19-8641-3_4
10.1145/3351095.3372867,10.1007/978-981-19-8493-8_66
10.1145/3351095.3372867,10.1080/10447318.2022.2093773
10.1145/3351095.3372867,10.1111/ejed.12533
10.1145/3351095.3372867,10.1145/3555755
10.1145/3351095.3372867,10.1145/3555634
10.1145/3351095.3372867,10.1145/3555547
10.1145/3351095.3372867,10.1145/3555546
10.1145/3351095.3372867,10.1145/3555192
10.1145/3351095.3372867,10.1145/3555191
10.1145/3351095.3372867,10.1145/3555100
10.1145/3351095.3372867,10.1145/3547522.3547702
10.1145/3351095.3372867,10.1007/s44163-022-00031-7
10.1145/3351095.3372867,10.1111/padm.12742
10.1145/3351095.3372867,10.1007/s40593-021-00270-2
10.1145/3351095.3372867,10.1007/s40593-021-00248-0
10.1145/3351095.3372867,10.1109/IJCNN55064.2022.9892242
10.1145/3351095.3372867,10.5772/intechopen.100431
10.1145/3351095.3372867,10.1177/20539517221115189
10.1145/3351095.3372867,10.1140/epjs/s11734-022-00475-z
10.1145/3351095.3372867,10.1145/3531146.3533146
10.1145/3351095.3372867,10.1145/3491140.3528293
10.1145/3351095.3372867,10.1145/3491102.3517606
10.1145/3351095.3372867,10.1145/3491102.3517527
10.1145/3351095.3372867,10.1080/01587919.2021.2020619
10.1145/3351095.3372867,10.1177/20539517221092956
10.1145/3351095.3372867,10.1007/978-3-031-11647-6_60
10.1145/3351095.3372867,10.1016/j.chb.2021.106878
10.1145/3351095.3372867,10.1016/j.chb.2021.106837
10.1145/3351095.3372867,10.1145/3430665.3456311
10.1145/3351095.3372867,10.1145/3411764.3445420
10.1145/3351095.3372867,10.1145/3448139.3448200
10.1145/3351095.3372867,10.1145/3442188.3445931
10.1145/3351095.3372867,10.1016/j.isci.2021.102249
10.1145/3351095.3372867,10.1007/s12369-020-00734-w
10.1145/3351095.3372867,10.1016/j.chb.2020.106553
10.1145/3351095.3372867,10.1145/3377930.3390157
10.1145/3351095.3372867,10.1017/dap.2020.19
10.1145/3351095.3372867,10.2139/ssrn.4118650
10.1145/3351095.3372879,10.1145/3637869
10.1145/3351095.3372879,10.1016/j.ijinfomgt.2023.102743
10.1145/3351095.3372879,10.1140/epjds/s13688-024-00456-3
10.1145/3351095.3372879,10.1080/10584609.2023.2283703
10.1145/3351095.3372879,10.1515/commun-2021-0115
10.1145/3351095.3372879,10.1007/s10610-022-09513-x
10.1145/3351095.3372879,10.1073/pnas.2313377121
10.1145/3351095.3372879,10.1017/pan.2023.42
10.1145/3351095.3372879,10.1177/14614448211063899
10.1145/3351095.3372879,10.1145/3594871
10.1145/3351095.3372879,10.1080/13698230.2024.2309047
10.1145/3351095.3372879,10.1007/s13278-023-01187-5
10.1145/3351095.3372879,10.2139/ssrn.4641822
10.1145/3351095.3372879,10.1016/j.tele.2023.102049
10.1145/3351095.3372879,10.1007/978-3-031-45638-1_7
10.1145/3351095.3372879,10.1073/pnas.2213020120
10.1145/3351095.3372879,10.1177/17456916231186779
10.1145/3351095.3372879,10.1145/3632297
10.1145/3351095.3372879,10.1007/s10209-022-00918-3
10.1145/3351095.3372879,10.1145/3617694.3623226
10.1145/3351095.3372879,10.1007/s11229-023-04367-0
10.1145/3351095.3372879,10.1177/14614448231202480
10.1145/3351095.3372879,10.1080/1472586X.2023.2249430
10.1145/3351095.3372879,10.1002/9781119800729.ch13
10.1145/3351095.3372879,10.1080/14797585.2023.2253564
10.1145/3351095.3372879,10.1080/10714421.2023.2242070
10.1145/3351095.3372879,10.1177/07591063231196163
10.1145/3351095.3372879,10.1002/pra2.802
10.1145/3351095.3372879,10.1007/s43681-023-00343-z
10.1145/3351095.3372879,10.1177/10776990231190868
10.1145/3351095.3372879,10.2196/49061
10.1145/3351095.3372879,10.1145/3603163.3609068
10.1145/3351095.3372879,10.1145/3603163.3609058
10.1145/3351095.3372879,10.1126/sciadv.add8080
10.1145/3351095.3372879,10.1111/zygo.12880
10.1145/3351095.3372879,10.24963/ijcai.2023/715
10.1145/3351095.3372879,10.1145/3580305.3599489
10.1145/3351095.3372879,10.1145/3580305.3599434
10.1145/3351095.3372879,10.1177/14614448211027173
10.1145/3351095.3372879,10.1007/s13278-023-01105-9
10.1145/3351095.3372879,10.1177/17456916231185057
10.1145/3351095.3372879,10.1145/3593013.3594033
10.1145/3351095.3372879,10.1002/smr.2347
10.1145/3351095.3372879,10.1017/9781009170291.016
10.1145/3351095.3372879,10.1017/9781009170291.015
10.1145/3351095.3372879,10.1080/21670811.2023.2209153
10.1145/3351095.3372879,10.1109/SP46215.2023.10179315
10.1145/3351095.3372879,10.1145/3572837
10.1145/3351095.3372879,10.1145/3543873.3587615
10.1145/3351095.3372879,10.1145/3543507.3583283
10.1145/3351095.3372879,10.1145/3543507.3583204
10.1145/3351095.3372879,10.1145/3544549.3573809
10.1145/3351095.3372879,10.1145/3544548.3580846
10.1145/3351095.3372879,10.1145/3544548.3580823
10.1145/3351095.3372879,10.1145/3544548.3580644
10.1145/3351095.3372879,10.1145/3579610
10.1145/3351095.3372879,10.1145/3579604
10.1145/3351095.3372879,10.1145/3579499
10.1145/3351095.3372879,10.1145/3568392
10.1145/3351095.3372879,10.3390/app13064044
10.1145/3351095.3372879,10.1515/humor-2022-0084
10.1145/3351095.3372879,10.5772/intechopen.113306
10.1145/3351095.3372879,10.2139/ssrn.4527207
10.1145/3351095.3372879,10.2139/ssrn.4426783
10.1145/3351095.3372879,10.2139/ssrn.4365121
10.1145/3351095.3372879,10.1177/23780231231174823
10.1145/3351095.3372879,10.1109/ACCESS.2023.3326995
10.1145/3351095.3372879,10.1007/978-3-658-38268-1_8
10.1145/3351095.3372879,10.1007/978-3-031-26568-6_9
10.1145/3351095.3372879,10.3138/cjc.2022-07-26
10.1145/3351095.3372879,10.1111/josp.12389
10.1145/3351095.3372879,10.17645/mac.v10i4.5807
10.1145/3351095.3372879,10.3390/fi14120350
10.1145/3351095.3372879,10.1109/ASONAM55673.2022.10068660
10.1145/3351095.3372879,10.1145/3500868.3559465
10.1145/3351095.3372879,10.1145/3555618
10.1145/3351095.3372879,10.1145/3555589
10.1145/3351095.3372879,10.1145/3555551
10.1145/3351095.3372879,10.1145/3555215
10.1145/3351095.3372879,10.1145/3555209
10.1145/3351095.3372879,10.1145/3555174
10.1145/3351095.3372879,10.1145/3555172
10.1145/3351095.3372879,10.1145/3555171
10.1145/3351095.3372879,10.1145/3539637.3556997
10.1145/3351095.3372879,10.1038/s41562-022-01460-1
10.1145/3351095.3372879,10.1007/s10618-022-00875-8
10.1145/3351095.3372879,10.3390/su142013112
10.1145/3351095.3372879,10.1386/cjcs_00068_1
10.1145/3351095.3372879,10.3389/fdata.2022.908636
10.1145/3351095.3372879,10.1145/3523227.3551480
10.1145/3351095.3372879,10.1145/3523227.3547428
10.1145/3351095.3372879,10.1145/3523227.3546782
10.1145/3351095.3372879,10.1145/3523227.3546778
10.1145/3351095.3372879,10.1002/widm.1473
10.1145/3351095.3372879,10.1145/3514094.3539537
10.1145/3351095.3372879,10.1016/j.comnet.2022.109017
10.1145/3351095.3372879,10.1080/17504902.2021.1979178
10.1145/3351095.3372879,10.1145/3524010.3539499
10.1145/3351095.3372879,10.1145/3531146.3533118
10.1145/3351095.3372879,10.1080/18335330.2022.2086440
10.1145/3351095.3372879,10.1117/12.2624111
10.1145/3351095.3372879,10.1177/14614448221098360
10.1145/3351095.3372879,10.1109/SP46214.2022.9833633
10.1145/3351095.3372879,10.1145/3491102.3517638
10.1145/3351095.3372879,10.1145/3491102.3501857
10.1145/3351095.3372879,10.1145/3485447.3512142
10.1145/3351095.3372879,10.1145/3485447.3512102
10.1145/3351095.3372879,10.1177/20563051221095100
10.1145/3351095.3372879,10.1177/20563051221089568
10.1145/3351095.3372879,10.1145/3512900
10.1145/3351095.3372879,10.3389/fpos.2022.849763
10.1145/3351095.3372879,10.1177/14614448221081802
10.1145/3351095.3372879,10.58680/ej2022.39614
10.1145/3351095.3372879,10.1016/j.ijcci.2021.100351
10.1145/3351095.3372879,10.1007/s00146-021-01180-6
10.1145/3351095.3372879,10.1073/pnas.2025334119
10.1145/3351095.3372879,10.1177/1940161220964767
10.1145/3351095.3372879,10.1007/978-3-658-36540-0_3
10.1145/3351095.3372879,10.1007/978-3-031-19097-1_1
10.1145/3351095.3372879,10.1007/978-3-031-10820-4_5
10.1145/3351095.3372879,10.1007/978-3-030-99804-2_15
10.1145/3351095.3372879,10.1007/978-3-030-98919-4_4
10.1145/3351095.3372879,10.1007/978-3-030-93503-0_7
10.1145/3351095.3372879,10.1007/978-3-030-93413-2_15
10.1145/3351095.3372879,10.1007/978-3-030-88615-8_4
10.1145/3351095.3372879,10.1007/978-1-0716-2197-4_14
10.1145/3351095.3372879,10.1109/BigData52589.2021.9671943
10.1145/3351095.3372879,10.1109/BigData52589.2021.9671635
10.1145/3351095.3372879,10.1186/s41235-021-00323-z
10.1145/3351095.3372879,10.17645/mac.v9i4.4184
10.1145/3351095.3372879,10.1108/978-1-83982-254-420211011
10.1145/3351095.3372879,10.1145/3479556
10.1145/3351095.3372879,10.1145/3476057
10.1145/3351095.3372879,10.1038/s41467-021-25738-6
10.1145/3351095.3372879,10.1145/3460231.3474241
10.1145/3351095.3372879,10.1017/S0003055421000885
10.1145/3351095.3372879,10.1073/pnas.2101967118
10.1145/3351095.3372879,10.1371/journal.pone.0255101
10.1145/3351095.3372879,10.1145/3461702.3462569
10.1145/3351095.3372879,10.1073/pnas.2025764118
10.1145/3351095.3372879,10.1177/00113921211006115
10.1145/3351095.3372879,10.1177/0002764221989781
10.1145/3351095.3372879,10.1109/SP40001.2021.00028
10.1145/3351095.3372879,10.1145/3442442.3452306
10.1145/3351095.3372879,10.1145/3437963.3441825
10.1145/3351095.3372879,10.1527/tjsai.36-1_WI2-E
10.1145/3351095.3372879,10.1007/978-3-030-80387-2_7
10.1145/3351095.3372879,10.1007/978-3-030-78818-6_10
